run_segment_id,run_segment_name,ride_segment_id,ride_segment_name,coverage_ratio,points_on_road,total_run_points,tolerance_meters,is_match
25759381,Descente chemin ceinture RN2 baril ,30508975,Unknown,1.0,988,988,50,True
23778595,Montée 2/3 Bellemène > BDN,26209084,Unknown,1.0,11,11,50,True
20346982,sprint srpp,12477514,Unknown,1.0,116,116,50,True
24555115,Faux plat cornu,5499041,Unknown,1.0,320,320,50,True
22746705,Bois Rouge - Beauséjour,7076889,Unknown,1.0,471,471,50,True
13693488,Tour à la mode ouest Trail,18533340,Unknown,1.0,321,321,50,True
20324132,front mer RDR1,22597540,Unknown,1.0,806,806,50,True
34018623,Ravine des chèvres les hauts-bagatelle,11748450,Unknown,1.0,849,849,50,True
16862719,La Croix à La Croix,26790127,Unknown,1.0,348,348,50,True
27216327,Jamaique - Rd Point La Mare,40572679,Unknown,1.0,1283,1283,50,True
36171071,De Rosette au dernier virage en haut ,9617370,Unknown,1.0,451,451,50,True
36485115,Rosette à KarOuest Citerne,9617370,Unknown,1.0,213,213,50,True
17421374,A very slow Jesse Owens,20300854,Unknown,1.0,69,69,50,True
6599448,Rue Maxime Payet Climb,19060674,Unknown,1.0,219,219,50,True
35017504,section chemin neuf vers nord,6405400,Unknown,1.0,78,78,50,True
25725577,Croisé en bas 2ème kiosque chemin 4x4 sentier mare-longue parking Guimard ,29861872,Unknown,1.0,2509,2509,50,True
26620114,Sommet chemin de la rivière à bas chemin fruits à pain,19751717,Unknown,1.0,166,166,50,True
26957414,faux plat boutik cadet,8619783,Unknown,1.0,32,32,50,True
34803681,private2,21027353,Unknown,1.0,382,382,50,True
25558692,400 m plat et droit à 2330 m d'altitude bis,2279296,Unknown,1.0,95,95,50,True
36074340,Montée Rue de la Fontaine,34200475,Unknown,1.0,357,357,50,True
27876550,Rout-pied piton l'entonnoir,17267778,Unknown,1.0,662,662,50,True
30774956,Manapany-les-Hauts -> Charrié,25914884,Unknown,1.0,235,235,50,True
15284820,haut CD29,22450477,Unknown,1.0,39,39,50,True
36598835,DH allee des cedres,22353262,Unknown,1.0,87,87,50,True
15749971,De rd-point à rd-point - Le Port,21789695,Unknown,1.0,959,959,50,True
23435750,faux plat Prévert,14484376,Unknown,1.0,498,498,50,True
20275082,pont cimetière/robinet,5188064,Unknown,1.0,349,349,50,True
9647767,Montagne,26790127,Unknown,1.0,114,114,50,True
6994322,Uphill from Le Golf.,34424313,Unknown,1.0,463,463,50,True
34258101,2AP,19078915,Unknown,1.0,2213,2213,50,True
14053325,station tamoil / parking Jamaïque ,40572679,Unknown,1.0,140,140,50,True
28154594,Ruisseau Emmanuel,19855308,Unknown,1.0,146,146,50,True
33791959,Pont RSE -> st louis,23364395,Unknown,1.0,163,163,50,True
11090021,Montée La Mare,3677607,Unknown,1.0,238,238,50,True
11167397,Montée Duparc,14216212,Unknown,1.0,450,450,50,True
13181922,montée la jamaique,40572679,Unknown,1.0,364,364,50,True
20275089,kiosque/robinet,5188064,Unknown,1.0,186,186,50,True
21149863,Sortie de Jean Petit,27280086,Unknown,1.0,579,579,50,True
12747655,Pont St Leu --> Début TEMOR,13202008,Unknown,1.0,45,45,50,True
7210015,Intervall. kort,34424313,Unknown,1.0,66,66,50,True
23497135,Hermann-De Gaulle-N3,23484761,Unknown,1.0,88,88,50,True
15611330,200 derniers mettre chemin bassin plat,17140935,Unknown,1.0,88,88,50,True
25871816,10 km Cambaie,18533340,Unknown,1.0,2827,2827,50,True
27904814,Rue General Bonnier,16576319,Unknown,1.0,149,149,50,True
20347026,traversée base navale,20300682,Unknown,1.0,365,365,50,True
28322239,Sortie St Leu --> Pointe au Sel,27179013,Unknown,1.0,376,376,50,True
23609050,COTE BCLT,16684460,Unknown,1.0,68,68,50,True
30983114,3.2 KM STOP  NEZ DE BOEUF ,12005514,Unknown,1.0,1206,1206,50,True
38299258,Belvédère Nez de boeuf 》croisée route Piton Guichard,12005514,Unknown,1.0,676,676,50,True
23018983,barrière - bassin ....chemin volcan,12005514,Unknown,1.0,472,472,50,True
38474068,Grande Savanne Ligne droite ,13466645,Unknown,1.0,128,128,50,True
24539301,TPC - 400 Côte ,17803523,Unknown,1.0,84,84,50,True
18022131,Ravine des chèvres- Sainte Marie,18900279,Unknown,1.0,639,639,50,True
34980057,AP1X2,6380124,Unknown,1.0,2649,2649,50,True
22376133,ste anne - entree beaufonds,18037017,Unknown,1.0,228,228,50,True
14229895,test 3 km Etang Salé D11 - 200m après passage sous la RN1,34424313,Unknown,1.0,71,71,50,True
29684277,chemin camion vers N2002 Jo,23026489,Unknown,1.0,190,190,50,True
22997747,église ste A - sortie chemin cap,18037017,Unknown,1.0,78,78,50,True
17421391,Escape Le Port,22787747,Unknown,1.0,63,63,50,True
25946069,Le Souffleur -> Pointe au Sel,25935494,Unknown,1.0,543,543,50,True
27590374,rue des écoles st gilles les hauts ,25761539,Unknown,1.0,366,366,50,True
23041395,410m anneau descente,18533340,Unknown,1.0,31,31,50,True
36062028,SAP2,13491873,Unknown,1.0,1108,1108,50,True
33550024,121ap,12090625,Unknown,1.0,37,37,50,True
32375485,Bee trail inverse ,25935494,Unknown,1.0,306,306,50,True
22028755,Plage de la Saline vers Ermitage par la route,26796711,Unknown,1.0,222,222,50,True
28049485,Descente vers Kélonia,19911208,Unknown,1.0,423,423,50,True
26503971,Entrée montée panon - Haut de la côte avant St Leu,19911208,Unknown,1.0,146,146,50,True
10507720,L'Ermitage,13688019,Unknown,1.0,517,517,50,True
37078345,RF chaloupe saint leu CLIMB,21896419,Unknown,1.0,2159,2159,50,True
26451919,Montée la Salette,23536586,Unknown,1.0,180,180,50,True
33550028,1211ap,35039097,Unknown,1.0,53,53,50,True
6050797,RN5 Climb,27330125,Unknown,1.0,50,50,50,True
6050798,Route nationale N°5 Climb,23380138,Unknown,1.0,39,39,50,True
26316445,Ligne droite Grand Fond : Retour,16929200,Unknown,1.0,150,150,50,True
27291906,Entre 2 ronds point Route de l'Eperon,10153702,Unknown,1.0,26,26,50,True
23027167,Piton Hyacinthe ,29178107,Unknown,1.0,409,409,50,True
19948873,RUE RAPHAEL DOUYERE VERS BOIS COURT,22639380,Unknown,1.0,790,790,50,True
40188971,travail en cote courte,22012748,Unknown,1.0,63,63,50,True
23383248,Ligne droite entre les 2 ponts,13202008,Unknown,1.0,29,29,50,True
36062040,SAP111,15618288,Unknown,1.0,359,359,50,True
23778552,Montée 1/3 Bellemène > BDN,13862752,Unknown,1.0,18,18,50,True
20741697,route Maido à intersection route chryptomérias,36240308,Unknown,1.0,952,952,50,True
22708109,Ravine Notre Dame > Ravine Mairie (Ravine A > Ravine B) [D3],20426741,Unknown,1.0,258,258,50,True
37600223,Chemin belle eau climb,12324840,Unknown,1.0,148,148,50,True
19470051,decente vers decheterie,20300682,Unknown,1.0,353,353,50,True
19633562,Pas Bellecombe -> Pas des Sables,28565536,Unknown,1.0,571,571,50,True
39841445,Monté pas des Sables,2279252,Unknown,1.0,513,513,50,True
32040137,course contre les cyclistes (le vélo c'est pour les tricheurs),25935494,Unknown,1.0,30,30,50,True
31081569,Montée bois nèfle,3638753,Unknown,1.0,751,751,50,True
2862817,Chemin De La Plaine D'Affouches Climb,6442647,Unknown,1.0,40,40,50,True
16844993,ROND POINT DANSEUSE - ROND POINT MAC DO,20196289,Unknown,1.0,57,57,50,True
36745039,Pont Cambaie Sud Nord,22661078,Unknown,1.0,136,136,50,True
20090420,Rue Henri Cornu Cambaie,5499041,Unknown,1.0,428,428,50,True
19761106,Test VMAa (pente 7%),22344971,Unknown,1.0,117,117,50,True
22792890,Relais 5 - relais de St Jo,27280086,Unknown,1.0,303,303,50,True
22558205,Bas Rolland jamin Sommet mal coté,9617370,Unknown,1.0,2446,2446,50,True
7960436,Piste Ermitage NS (Récif -> GO),13688019,Unknown,1.0,452,452,50,True
23913905,RN Crête2,28854784,Unknown,1.0,470,470,50,True
11878564,Chemin de la Salette,17208644,Unknown,1.0,170,170,50,True
20191842,la pente rouge ,20953900,Unknown,1.0,149,149,50,True
13891414,Sprint trou d'eau,26796802,Unknown,1.0,42,42,50,True
4591517,Route des Tamarins Climb,11721892,Unknown,1.0,65,65,50,True
28775356,St-Andre-Bras des chevrettes,3924307,Unknown,1.0,641,641,50,True
30760929,Piton des Goyaves,25914884,Unknown,1.0,171,171,50,True
31123208,Rue de Bel-Air,26283814,Unknown,1.0,265,265,50,True
35109174,Ro Thev,35039097,Unknown,1.0,23,23,50,True
23993368,Route des Bougainvillées (descente),26790127,Unknown,1.0,465,465,50,True
36175109,Ressource Barau- Eglise Baga,3848595,Unknown,1.0,743,743,50,True
29726042,montée D32 à station,17100714,Unknown,1.0,358,358,50,True
31089322,1000m rue Georges Pompidou vers l'Est,30624432,Unknown,1.0,262,262,50,True
33946570,Chemin Magnolias vers l'Est ,29450524,Unknown,1.0,232,232,50,True
13521758,Montée Convenance,8594418,Unknown,1.0,188,188,50,True
12939439,Montée La Mare + ligne droite,40572679,Unknown,1.0,457,457,50,True
12447574,Riv du ma les bas Part 1,16401192,Unknown,1.0,353,353,50,True
20501313,Tite montée Cabeu,16631645,Unknown,1.0,472,472,50,True
27058373,Chemin Touzet Monté par Rivière de l'Est,26889459,Unknown,1.0,295,295,50,True
35017480,section chemin neuf vers sud,6405400,Unknown,1.0,71,71,50,True
22261791,montee mimosas,20575986,Unknown,1.0,65,65,50,True
5767661,Route Forestière 44 du Piton de l'Eau Climb,20393930,Unknown,1.0,1122,1122,50,True
28115172,Montée La Belle Étoile - Champacs,3848585,Unknown,1.0,194,194,50,True
14694158,Montée Président Mitterrand,12273627,Unknown,1.0,325,325,50,True
19948294,RUE ALFRED LACROIX RN3,27066632,Unknown,1.0,168,168,50,True
26830421,Relais de St-Jo (2),19751717,Unknown,1.0,822,822,50,True
35109162,Début Henri,12090625,Unknown,1.0,25,25,50,True
27832486,Ch. des Tamarins jusque au 1er Kiosque,24210668,Unknown,1.0,714,714,50,True
29496354,de Ch lagourgue à Ch Lefaguyes  PM,19404993,Unknown,1.0,435,435,50,True
31613258,Croisé bambou cambourg,8619783,Unknown,1.0,167,167,50,True
26135051,Route des Bougainvillées (montée),26790127,Unknown,1.0,385,385,50,True
19470873,alleeee danceeee,26679440,Unknown,1.0,233,233,50,True
5151791,N1A Climb,22744125,Unknown,1.0,15,15,50,True
13707142,Rue des Engagés,13697351,Unknown,1.0,68,68,50,True
25558668,400 m plat et droit à 2330 m d'altitude,2279296,Unknown,1.0,105,105,50,True
22311609,TUSP fin chemin bassin plat jusqu'à Auchan,14899201,Unknown,1.0,182,182,50,True
12849596,RN -> Auchan,24883480,Unknown,1.0,142,142,50,True
11878545,Allée de la Zone,20385909,Unknown,1.0,71,71,50,True
13655077,descente Le plate,6534766,Unknown,1.0,222,222,50,True
36106795,ligne droite plaine des sables + rampe,28565536,Unknown,1.0,928,928,50,True
30752401,Mont. Ch Vaulry-Croisée Chariée,14646146,Unknown,1.0,114,114,50,True
33410039,Montée l’ancien route,20313331,Unknown,1.0,378,378,50,True
20425742,Bitume front de mer,19078915,Unknown,1.0,831,831,50,True
23549530,Flamboyants-Fréjaville-Paris,17696045,Unknown,1.0,53,53,50,True
13453127,Petit parcours Etang-Salé,19078915,Unknown,1.0,1415,1415,50,True
30752468,Charrié -> Manapany-les-Hauts,25914884,Unknown,1.0,222,222,50,True
27458320,Piton St Leu -> Grand Fond les Hauts,24200402,Unknown,1.0,655,655,50,True
35464636,Côte chemin charbonnier,6263662,Unknown,1.0,27,27,50,True
13722126,Raidillon St François: départ-Mairie:,7724403,Unknown,1.0,308,308,50,True
29343907,Chemin des prêtes PM ,16811252,Unknown,1.0,259,259,50,True
19475331,Monter Aymerick,20300682,Unknown,1.0,257,257,50,True
17932326,va plus vite si tu veux t'envoler 2,20856422,Unknown,1.0,231,231,50,True
17697373,Pierrefonds Cap Long,20856422,Unknown,1.0,588,588,50,True
33535055,la maxiRDM,16401192,Unknown,1.0,861,861,50,True
12447563,Riv du mat les bas integrale,16401192,Unknown,1.0,544,544,50,True
25763886,Fractionné long Deboulé,17680439,Unknown,1.0,94,94,50,True
20741707,route Maido inters Chrypto à park luge,18771661,Unknown,1.0,1173,1173,50,True
20095040,BE -> RN,24883480,Unknown,1.0,270,270,50,True
38810217,Côte Juliette Dodu,23547341,Unknown,1.0,1293,1293,50,True
33331802,1km montée contre-allée,25935494,Unknown,1.0,63,63,50,True
28556554,Montée contre-allée Pointe au Sel,25935494,Unknown,1.0,72,72,50,True
37880256,500m montant ,25935494,Unknown,1.0,95,95,50,True
26969758,Ch Morange p1 ( croisé JB - croisé Safer ),7001496,Unknown,1.0,586,586,50,True
25573362,1000 m chemin l'étang ,21126780,Unknown,1.0,218,218,50,True
23219565,400m N-S,15124807,Unknown,1.0,123,123,50,True
23219573,400m S-N,15124807,Unknown,1.0,129,129,50,True
25726110,Boucle cap méchant rond-point A/R,35597373,Unknown,1.0,707,707,50,True
25623682,Rond-point basse-vallée cap méchant rond-point ,27085117,Unknown,1.0,125,125,50,True
37365118,Descente Pointe des Châteaux,5847223,Unknown,1.0,259,259,50,True
17185465,Kélonia - Stade Pointe des Châteaux,5847223,Unknown,1.0,32,32,50,True
22382955,Montée de kelonia,19911208,Unknown,1.0,163,163,50,True
38694086,la pente 10% UH,999529,Unknown,1.0,436,436,50,True
22436738,ROND POINT HOPITAL CONFIANCE,18037017,Unknown,1.0,57,57,50,True
23490380,montée CDC (feux-transfo domaine coco),23101703,Unknown,1.0,236,236,50,True
26316483,Montée Boucan: Retour,5275669,Unknown,1.0,274,274,50,True
26990158,Panier - PassouK,18037017,Unknown,1.0,126,126,50,True
29275744,sur la route hubert delisle speed,13862750,Unknown,1.0,238,238,50,True
25623463,Arrêt bus mare-longue-case de basse-vallée ,27085117,Unknown,1.0,864,864,50,True
16749954,A/R : Ravine Butor - l'Arbre | 15K,40572679,Unknown,1.0,5118,5118,50,True
26879435,Rte Ermitage,16912930,Unknown,1.0,40,40,50,True
26503981,Rond point Leader Price - Rond point Trou d'eau,23161903,Unknown,1.0,120,120,50,True
26503959,Rond point trou d'eau - Entrée montée panon,19911208,Unknown,1.0,133,133,50,True
23271173,Corbeil petit tours,27568716,Unknown,1.0,17,17,50,True
38104276,AP211,8619783,Unknown,1.0,90,90,50,True
16457366,Relais 7 Marathon Saint Benoit,8619783,Unknown,1.0,193,193,50,True
27514312,monté  Ch ma pensée,14022395,Unknown,1.0,161,161,50,True
20528596,Sentier ti sable,28873827,Unknown,1.0,506,506,50,True
26355356,sprint bois rouge,23197011,Unknown,1.0,274,274,50,True
23287093,p1 route du crat,23592813,Unknown,1.0,21,21,50,True
38694124,Relance jusqu'a Bar Chichi,999529,Unknown,1.0,234,234,50,True
4591562,Route des Tamarins Climb,4591601,Unknown,1.0,67,67,50,True
22462373,cité voula - rond point cdceinture,18037017,Unknown,1.0,91,91,50,True
14496036,Sentier Littoral - Bois Madame,40572679,Unknown,1.0,468,468,50,True
24476675,400m faux plat TPC ,17803523,Unknown,1.0,39,39,50,True
19761128,Chemin Commins (descente),26790127,Unknown,1.0,52,52,50,True
22660145,st francois - sortie ravine seche,23514520,Unknown,1.0,119,119,50,True
26969769,Ch Morange p2 ( croisé Safer - ch Cambourg ),22987577,Unknown,1.0,889,889,50,True
27337967,1500m à la sortie d’étang salé,19078915,Unknown,1.0,268,268,50,True
19805354,Contournante - Manapany / Goyages,17288720,Unknown,1.0,111,111,50,True
26866458,Montée chemin de la Rivière,38031201,Unknown,1.0,337,337,50,True
38558878,Croisée -route chemin neuf,6405400,Unknown,1.0,857,857,50,True
27396016,Cocagnes - Pharma Ruisseau,26790127,Unknown,1.0,651,651,50,True
39681530,Croisée Ti sable- Eglise Salazie,7434847,Unknown,1.0,506,506,50,True
19760367,piste skating aller-retour barrière ulm,22643444,Unknown,1.0,669,669,50,True
19760354,piste skating vers barrière ulm ,22643444,Unknown,1.0,290,290,50,True
27609823,Descente chemin Safer,26876546,Unknown,1.0,1307,1307,50,True
9632803,Montée Cader-Ruisseau Blanc,26790127,Unknown,1.0,118,118,50,True
38265389,Vers barrière parking de l'étang,22643444,Unknown,1.0,429,429,50,True
38265374,Vers barrière ULM,22643444,Unknown,1.0,551,551,50,True
21693620,DH rond point jp rond point macdo,22787747,Unknown,1.0,367,367,50,True
29343982,Ch lefaguyes de Rio a ravinne creuse PM,14596080,Unknown,1.0,435,435,50,True
27672030,Cambuston -> Deux rives ,7101288,Unknown,1.0,1200,1200,50,True
27671923,Deux rives -> Cambuston ,7101288,Unknown,1.0,1019,1019,50,True
37651229,Chemin Jeanson-embouchure ,16401192,Unknown,1.0,485,485,50,True
22798810,sentier littoral vers cimetière,21907207,Unknown,1.0,164,164,50,True
4753124,Sentier des Jacques Climb,18031783,Unknown,1.0,40,40,50,True
28716827,Rampes,27085117,Unknown,1.0,320,320,50,True
20268382,14-18,5188064,Unknown,1.0,68,68,50,True
25979739,A/R - Ravine Butor / Zone aéroportuaire | 13K,40572679,Unknown,1.0,3324,3324,50,True
13759231,SORTIE SAINT BENOIT VERS RIVIERE DES ROCHES,22597540,Unknown,1.0,1243,1243,50,True
29294300,Grande Ravine -> Pointe des 3 Bassins,19911208,Unknown,1.0,466,466,50,True
36175127,Eglise Bagatelle - Radier Ravine Maillot UH,27333350,Unknown,1.0,490,490,50,True
37908582,Descente Bras sec - La confiance,26611702,Unknown,1.0,220,220,50,True
21693582,DH rue jacques prévert,14484376,Unknown,1.0,338,338,50,True
24587396,Debut Bd Sud Rond point Prima,5293340,Unknown,1.0,29,29,50,True
26325926,Boutique - Léproserie,26790127,Unknown,1.0,176,176,50,True
27798782,RDM les bas - part2,16401192,Unknown,1.0,106,106,50,True
7210044,Up from Croc-Parc,34424313,Unknown,1.0,148,148,50,True
14095875,pont du golf - fin piste cyclable,19078915,Unknown,1.0,840,840,50,True
22578687,Piste cyclable de l'Etang Salé,19078915,Unknown,1.0,122,122,50,True
34906347,Fin sentier -> montée RP Leclerc,6237704,Unknown,1.0,293,293,50,True
28428931,Montée Convenance -> Ravine chèvres hauts,3848585,Unknown,1.0,444,444,50,True
27529014,Descente chemin De Palmas,7101288,Unknown,1.0,185,185,50,True
27076538,Chemin Touzet niveau citerne - Croisement Chemin La Caisse,26580473,Unknown,1.0,158,158,50,True
33549787,1500 derniers mètres du Relais,35039097,Unknown,1.0,271,271,50,True
26727936,Pente d’abord,30291963,Unknown,1.0,666,666,50,True
25332062,une partie chemin BLPaix,25243141,Unknown,1.0,803,803,50,True
34026930,Chemin Cascade Niagara,16811280,Unknown,1.0,335,335,50,True
19475256,aller dance 2 montant ,26679440,Unknown,1.0,258,258,50,True
31709811,1098,31010558,Unknown,1.0,72,72,50,True
25434486,RF piton fougères climb,30659650,Unknown,1.0,1294,1294,50,True
35324074,Montée jusqu'au explosif,21178034,Unknown,1.0,450,450,50,True
27265760,kiosque -->petit pont avant parking jamaique,5188064,Unknown,1.0,396,396,50,True
28163197,Collège Chaloupe CD3 > Vival Chaloupe CD3,20426741,Unknown,1.0,156,156,50,True
20442033,DH Cap Lahoussaye,21178034,Unknown,1.0,246,246,50,True
5151790,N1A Climb,17421361,Unknown,1.0,25,25,50,True
20275102,robinet/paintballer,40572679,Unknown,1.0,454,454,50,True
25779880,Contournante St Joseph - Seconde partie,26953984,Unknown,1.0,118,118,50,True
38796085,Rond point Manapany à Carrefour Market,28471117,Unknown,1.0,310,310,50,True
19761246,Chemin de la Vigie,26790127,Unknown,1.0,59,59,50,True
23119809,KM - Belvédère de la Vigie,26790127,Unknown,1.0,458,458,50,True
7960400,Piste Ermitage SN (GO -> Récif),13688019,Unknown,1.0,418,418,50,True
38558893,Descente Carosse,17100714,Unknown,1.0,1349,1349,50,True
32900903,Plateau Vincendo vers l'Ouest,23191157,Unknown,1.0,112,112,50,True
27668922,rd point langevin- rd point vincendo,23191157,Unknown,1.0,194,194,50,True
20016224,mi desc CD29 depuis mairie annexe,22450477,Unknown,1.0,413,413,50,True
21669918,Petite cote T2,14899201,Unknown,1.0,188,188,50,True
25745324,Ligne paradis 1,18834876,Unknown,1.0,106,106,50,True
17468657,Montée l'Ilet,37953226,Unknown,1.0,109,109,50,True
26969785,Croisé Ch Morange cambourg - croisé ste Marguerite,8619783,Unknown,1.0,534,534,50,True
27265971,ravine patates a durand --> petit pont avant parking jamaique,5188064,Unknown,1.0,645,645,50,True
19529467,Depart redoute debut vigie,4054629,Unknown,1.0,149,149,50,True
14987493,"I see dead people, west to east",5188064,Unknown,1.0,148,148,50,True
23119756,Vigie - Primeur/rampe,26790127,Unknown,1.0,903,903,50,True
27394918,D11 Down Part 2,9013601,Unknown,1.0,644,644,50,True
33755678,Monté forêt Notre Dame de la paix ,36516322,Unknown,1.0,256,256,50,True
17003923,montée ZA maxime rivière,12688931,Unknown,1.0,133,133,50,True
23597638,croisé cabanon ibao - croisé  église cambourg,8619783,Unknown,1.0,232,232,50,True
19894681,Plage gd bois vers ecole Mondon,39788207,Unknown,1.0,58,58,50,True
22311844,sprint Auriol,23103299,Unknown,1.0,35,35,50,True
18743899,Monter chemin bancoule,22855190,Unknown,1.0,209,209,50,True
33791895,Pont RSE -> pierrefonds,23364395,Unknown,1.0,153,153,50,True
28818326,D37 Claude Marion -  Tronçon Tamarin/Cailles,28854784,Unknown,1.0,48,48,50,True
12623946,Rond point Grande Anse - Chemin Sylvain Vitry par Chemin 9,6405400,Unknown,1.0,248,248,50,True
25946037,Cap Malizé -> Ravine des Sables,25935494,Unknown,1.0,240,240,50,True
5910165,Le Tampon_Chemin Neuf Climb,12851670,Unknown,1.0,53,53,50,True
31089735,1000m rue Georges Pompidou vers l'Ouestst,30624432,Unknown,1.0,259,259,50,True
20093619,moitié jacquot,22315373,Unknown,1.0,477,477,50,True
21109669,Descente vers la pointe du diable,18988733,Unknown,1.0,51,51,50,True
36474868,Rue Jules Verne en 80 jours,20300682,Unknown,1.0,63,63,50,True
17421395,Pneus Cash to Loxam,14781804,Unknown,1.0,60,60,50,True
33898961,Ness -> Trou d'eau,23161903,Unknown,1.0,369,369,50,True
25797372,piton des goyaves - terrain fleury,25914884,Unknown,1.0,771,771,50,True
21378546,Tampon}-}Bérive,25914884,Unknown,1.0,240,240,50,True
36084852,Descente 3 bassins > Mareuil,4591680,Unknown,1.0,488,488,50,True
19948331,RUE RAPHAEL DOUYERE,22639380,Unknown,1.0,574,574,50,True
22910155,New goudron lancastel climb a pied,22012748,Unknown,1.0,83,83,50,True
23330280,2e Partie Montée voie Canière,19165307,Unknown,1.0,167,167,50,True
12983433,Champs de canne,8323432,Unknown,1.0,37,37,50,True
19642216,pont/canal de leau/ badamier,24749252,Unknown,1.0,147,147,50,True
28831622,Le banc descente jusqu'au panneau stop ,33583060,Unknown,1.0,202,202,50,True
28299879,route de bel air - croisée charrié,25914884,Unknown,1.0,242,242,50,True
5151787,Rue Jean Albany Ex Rue Law-Wai Climb,13869460,Unknown,1.0,139,139,50,True
18628420,Anse les haut vers chemin grd pere,14899198,Unknown,1.0,205,205,50,True
17092255,Chemin épidor,4643536,Unknown,1.0,1156,1156,50,True
22462431,PASSOUK - CD CEINTURE,18037017,Unknown,1.0,125,125,50,True
22708110,Mairie > École Camélias [D3],20426741,Unknown,1.0,266,266,50,True
23505855,Ascension Chemin Mélina,21899973,Unknown,1.0,1529,1529,50,True
25946053,Ravine des Sables -> Cap Malizé,25935494,Unknown,1.0,246,246,50,True
25570948,1.5k bois nèfles st leu,3638753,Unknown,1.0,123,123,50,True
28299830,croisée charrié - route de bel air,25914884,Unknown,1.0,218,218,50,True
13785004,"Oh Basile, ça pousse à la salle ?!",7096722,Unknown,1.0,585,585,50,True
28215583,Descente Ch Grd Fond,1614309,Unknown,1.0,122,122,50,True
33569526,Montée rue des Pinpins,29641969,Unknown,1.0,269,269,50,True
33712062,Croisée Boutik Vincendo à Chemin Terre Rouge,27424735,Unknown,1.0,232,232,50,True
36823590,Stef,9617370,Unknown,1.0,249,249,50,True
20742661,montée grand tampon,22942840,Unknown,1.0,350,350,50,True
25706896,3 km piste cyclable ,19078915,Unknown,1.0,719,719,50,True
15954446,Descente RF Affouches (inter Colorado => RD41),6442647,Unknown,1.0,2050,2050,50,True
33439034,Cote sainte vivienne quartier francais,6877856,Unknown,1.0,163,163,50,True
38682142,Ravine-Ango>>Mare-Longue,27085117,Unknown,1.0,1285,1285,50,True
6599447,Chemin du Solitaire Climb,28471117,Unknown,1.0,274,274,50,True
28115078,Descente Champacs - La Belle Étoile,3848585,Unknown,1.0,211,211,50,True
28463261,Sentier littoral Nord/est 4,18900279,Unknown,1.0,371,371,50,True
28012141,Ligne droit Gillot -> Duparc,5188098,Unknown,1.0,236,236,50,True
24659333,RP Eglise Ste Marie - Rue G De Gaulle ( monté ) by AP,14695295,Unknown,1.0,257,257,50,True
34058888,Tour circuit Jamaïque complet,34056214,Unknown,1.0,268,268,50,True
34058866,"Tour circuit Jamaïque, hors sortie paddock",34056214,Unknown,1.0,201,201,50,True
27002055,Colibri - Pizza,26790127,Unknown,1.0,193,193,50,True
27119849,Traversée express,26790127,Unknown,1.0,58,58,50,True
19761154,Chemin Neuf - Chemin des Manguiers (montée),26790127,Unknown,1.0,88,88,50,True
24659368,Rue G De Gaulle - RP Eglise by AP,14695295,Unknown,1.0,217,217,50,True
29782921,Descente chemin Denis Picard,29880963,Unknown,1.0,195,195,50,True
23741516,A FOND VERS LEADER PRICE,22750432,Unknown,1.0,22,22,50,True
24650916,Gillot - RP La Mare by AP,40572679,Unknown,1.0,680,680,50,True
16513941,Rue haute Climb,14240029,Unknown,1.0,173,173,50,True
22465777,che d ceinture - cité voul,18037017,Unknown,1.0,71,71,50,True
25647612,Kiosque kamphrié premier sentier mare-longue ,6380124,Unknown,1.0,1007,1007,50,True
23041447,Anneau olympique horaire,18533340,Unknown,1.0,80,80,50,True
36433592,Boucan / TOP MOTO / Boucan,13687885,Unknown,1.0,1732,1732,50,True
12747537,Climb Rue haute ,34424313,Unknown,1.0,30,30,50,True
12420817,Pointe au Sel --> Entrée St Leu,27179013,Unknown,1.0,64,64,50,True
10478875,Descente Rue Haute,34424313,Unknown,1.0,33,33,50,True
25897046,10minutes tcsd,40572679,Unknown,1.0,570,570,50,True
19764862,Gillot -> Jamaique,40572679,Unknown,1.0,439,439,50,True
13126300,"If I don't run fast, dead people will catch me",5188064,Unknown,1.0,33,33,50,True
17003930,montée strélizias 1,10542605,Unknown,1.0,228,228,50,True
16824771,descente d'auchan ,24883480,Unknown,1.0,322,322,50,True
31164609,Chemin Mandarines Est / Ouest,29450524,Unknown,1.0,74,74,50,True
39602037,Montée croisée N2/D34 (rue des Papangues) à croisée D34/rue des Cyprès ,29457036,Unknown,1.0,819,819,50,True
26619680,Challenge début montée BJP,19751717,Unknown,1.0,270,270,50,True
28674374,1 Tour MC,31214797,Unknown,1.0,77,77,50,True
5371203,Route Forestière 38 des Camphriers Climb,6380124,Unknown,1.0,128,128,50,True
22983061,La Riviére cap,2069125,Unknown,1.0,87,87,50,True
22675397,Cd13 -> Stella,7130177,Unknown,1.0,336,336,50,True
36470039,Monté jules hoareau -  leaderprice,26283814,Unknown,1.0,580,580,50,True
21068690,Montée Mon Repos-Blainville,25933607,Unknown,1.0,479,479,50,True
19948812,RUE RAPHAEL DOUYERE A/R,22639380,Unknown,1.0,1602,1602,50,True
28129117,ch grande savane,13466645,Unknown,1.0,337,337,50,True
27798706,1000m chemin Agenor (Colosse) vers Champ Borne,19404993,Unknown,1.0,73,73,50,True
38522828,Citerne -> Entrée Bagatelle,11748450,Unknown,1.0,495,495,50,True
36175134,Radier ravine Maillot- Eglise Bagatelle ,27333350,Unknown,1.0,385,385,50,True
17118828,descente avenue de bourbon,7101304,Unknown,1.0,141,141,50,True
