run_segment_id,run_segment_name,ride_segment_id,ride_segment_name,coverage_ratio,points_on_road,total_run_points,tolerance_meters,is_match
28163179,Montée Karo Cann > Chemin Bancoulier ,21864306,Unknown,0.0,0,708,50,False
28163179,Montée Karo Cann > Chemin Bancoulier ,5184125,Unknown,0.0,0,708,50,False
28163179,Montée Karo Cann > Chemin Bancoulier ,16141737,Unknown,0.0,0,708,50,False
28163179,Montée Karo Cann > Chemin Bancoulier ,5184084,Unknown,0.0,0,708,50,False
28163179,Montée Karo Cann > Chemin Bancoulier ,20426741,Unknown,0.0,0,708,50,False
38981333,descente Piveteau pont,34424313,Unknown,0.0,0,902,50,False
35109142,Montée Chamalow,27962133,Unknown,0.0,0,205,50,False
35109142,Montée Chamalow,22151174,Unknown,0.0,0,205,50,False
35109142,Montée Chamalow,3611996,Unknown,0.0,0,205,50,False
35109142,Montée Chamalow,27964268,Unknown,0.0,0,205,50,False
35109142,Montée Chamalow,28066703,Unknown,0.0,0,205,50,False
32040151,recup,24200402,Unknown,0.0,0,74,50,False
32040151,recup,19455779,Unknown,0.0,0,74,50,False
32040151,recup,25032020,Unknown,0.0,0,74,50,False
32040151,recup,18359860,Unknown,0.0,0,74,50,False
32040151,recup,16141737,Unknown,0.0,0,74,50,False
32040151,recup,15195369,Unknown,0.0,0,74,50,False
32040151,recup,25057376,Unknown,0.0,0,74,50,False
32040151,recup,9013601,Unknown,0.0,0,74,50,False
